Combination,Cohesive energy,Melting point,Volume,Density,Average mass,Covalent radius(pm),Atomic mismatch,Mulliken,Pauling,Pseudopotential,Min radius,ENTROPY,VEC,Enthalpy 
"('Y', 'Nb', 'W', 'Ir', 'Au')",6.3180000000000000,2448.8,11.782,14.8308,150.96840000000000,117.0,0.131909655984116,4.4952,1.984,2.2046,0.351351,13.380,6.8,-25.12
"('Y', 'Nb', 'W', 'Ir', 'Al')",6.234000000000000,2368.0,11.74,11.5108,116.97080000000000,114.6,0.144663289402781,3.984,1.798,2.0076,0.351351,13.380,5.2,-26.24
"('Y', 'Nb', 'W', 'Ir', 'In')",6.0600000000000000,2267.4,12.892000000000000,12.4328,134.5384,121.6,0.122829384046302,3.95852,1.832,2.0826,0.351351,13.380,5.2,-9.44
"('Y', 'Nb', 'W', 'Ir', 'La')",6.450000000000000,2420.0,14.2172,12.2008,139.3564,120.2,0.16206413492736,3.94882,1.696,2.2886,0.333,13.380,5.2,-8.96
"('Y', 'Nb', 'W', 'Au', 'Al')",5.6080000000000000,2098.8,12.078,10.859,117.92080000000000,117.8,0.144663289402781,4.0844,1.866,2.014,0.351351,13.380,5.6,-20.48
"('Y', 'Nb', 'W', 'Au', 'In')",5.434,1998.2,13.23,11.781,135.4884,124.8,0.122829384046302,4.05892,1.9,2.089,0.351351,13.380,5.6,-6.72
"('Y', 'Nb', 'W', 'Au', 'La')",5.824,2150.8,14.5552,11.549,140.3064,123.4,0.16206413492736,4.04922,1.764,2.295,0.333,13.380,5.6,-8.48
"('Y', 'Nb', 'W', 'Al', 'In')",5.3500000000000000,1917.4,13.188000000000000,8.461000000000000,101.49080000000000,122.4,0.138196377731368,3.54772,1.714,1.892,0.351351,13.380,4.0,1.92
"('Y', 'Nb', 'W', 'Al', 'La')",5.74,2070.0,14.513200000000000,8.229000000000000,106.30880000000000,121.0,0.177431697798525,3.53802,1.578,2.098,0.333,13.380,4.0,2.88
"('Y', 'Nb', 'W', 'In', 'La')",5.566000000000000,1969.4,15.665200000000000,9.151,123.87640000000000,128.0,0.142034808623193,3.51254,1.612,2.173,0.333,13.380,4.0,14.72
"('Y', 'Nb', 'Ir', 'Au', 'Al')",5.216,1898.8,11.888000000000000,11.521600000000000,119.5968,116.2,0.144663289402781,4.2702,1.834,1.9926,0.351351,13.380,6.2,-44.32
"('Y', 'Nb', 'Ir', 'Au', 'In')",5.042,1798.2,13.040000000000000,12.4436,137.16440000000000,123.2,0.122829384046302,4.24472,1.868,2.0676,0.351351,13.380,6.2,-32.16
"('Y', 'Nb', 'Ir', 'Au', 'La')",5.432,1950.8,14.365200000000000,12.2116,141.9824,121.8,0.16206413492736,4.23502,1.732,2.2736,0.333,13.380,6.2,-40.64
"('Y', 'Nb', 'Ir', 'Al', 'In')",4.958,1717.4,12.998000000000000,9.123600000000000,103.16680000000000,120.8,0.138196377731368,3.73352,1.682,1.8706,0.351351,13.380,4.6,-28.16
"('Y', 'Nb', 'Ir', 'Al', 'La')",5.348000000000000,1870.0,14.3232,8.8916,107.98480000000000,119.4,0.177431697798525,3.72382,1.546,2.0766,0.333,13.380,4.6,-33.92
"('Y', 'Nb', 'Ir', 'In', 'La')",5.174,1769.4,15.475200000000000,9.813600000000000,125.5524,126.4,0.142034808623193,3.69834,1.58,2.1516,0.333,13.380,4.6,-23.68
"('Y', 'Nb', 'Au', 'Al', 'In')",4.332,1448.2,13.336000000000000,8.471800000000000,104.11680000000000,124.0,0.138196377731368,3.83392,1.75,1.877,0.351351,13.380,5.0,-28.64
"('Y', 'Nb', 'Au', 'Al', 'La')",4.7220000000000000,1600.8,14.6612,8.2398,108.9348,122.6,0.177431697798525,3.82422,1.614,2.083,0.333,13.380,5.0,-36.64
"('Y', 'Nb', 'Au', 'In', 'La')",4.548,1500.2,15.8132,9.161800000000000,126.50240000000000,129.6,0.142034808623193,3.79874,1.648,2.158,0.333,13.380,5.0,-29.44
"('Y', 'Nb', 'Al', 'In', 'La')",4.464,1419.4,15.771200000000000,5.841800000000000,92.5048,127.2,0.16005091585994,3.28754,1.462,1.961,0.333,13.380,3.4,-12.96
"('Y', 'Mo', 'Tc', 'Ru', 'Ta')",6.5760000000000000,2597.4,11.382000000000000,10.8338,112.95660000000000,113.8,0.131018374524766,3.8473,1.796,2.201,0.351351,13.380,5.8,-18.56
"('Y', 'Mo', 'Tc', 'Ru', 'W')",6.736,2679.4,11.106,11.403,113.5346,113.0,0.137669529056449,3.9276,1.968,2.19,0.351351,13.380,6.0,-9.12
"('Y', 'Mo', 'Tc', 'Ru', 'Ir')",6.344,2479.4,10.916,12.0656,115.2106,111.4,0.137669529056449,4.1134,1.936,2.1686,0.351351,13.380,6.6,-22.56
"('Y', 'Mo', 'Tc', 'Ru', 'Au')",5.718,2210.2,11.254000000000000,11.4138,116.1606,114.6,0.137669529056449,4.2138,2.004,2.175,0.351351,13.380,7.0,-16.96
"('Y', 'Mo', 'Tc', 'Ru', 'Al')",5.634,2129.4,11.212,8.0938,82.16300000000000,112.2,0.149587911309291,3.7026,1.818,1.978,0.351351,13.380,5.4,-23.68
"('Y', 'Mo', 'Tc', 'Ru', 'In')",5.46,2028.8,12.364,9.0158,99.7306,119.2,0.129957257930785,3.67712,1.852,2.053,0.351351,13.380,5.4,-7.36
"('Y', 'Mo', 'Tc', 'Ru', 'La')",5.85,2181.4,13.6892,8.7838,104.5486,117.8,0.1693555463324,3.66742,1.716,2.259,0.333,13.380,5.4,-13.44
"('Y', 'Mo', 'Tc', 'Ta', 'W')",7.008,2817.4,11.642,12.263,129.5106,116.2,0.124478100610679,3.8743,1.828,2.227,0.351351,13.380,5.4,-3.04
"('Y', 'Mo', 'Tc', 'Ta', 'Ir')",6.616,2617.4,11.452000000000000,12.9256,131.1866,114.6,0.124478100610679,4.0601,1.796,2.2056,0.351351,13.380,6.0,-25.12
"('Y', 'Mo', 'Tc', 'Ta', 'Au')",5.99,2348.2,11.790000000000000,12.2738,132.1366,117.8,0.124478100610679,4.1605,1.864,2.212,0.351351,13.380,6.4,-18.88
"('Y', 'Mo', 'Tc', 'Ta', 'Al')",5.906000000000000,2267.4,11.748000000000000,8.953800000000000,98.13900000000000,115.4,0.138748830301843,3.6493,1.678,2.015,0.351351,13.380,4.8,-17.76
"('Y', 'Mo', 'Tc', 'Ta', 'In')",5.732,2166.8,12.9,9.875800000000000,115.70660000000000,122.4,0.112448696301212,3.62382,1.712,2.09,0.351351,13.380,4.8,-1.28
"('Y', 'Mo', 'Tc', 'Ta', 'La')",6.122,2319.4,14.225200000000000,9.6438,120.52460000000000,121.0,0.150099949982542,3.61412,1.576,2.296,0.333,13.380,4.8,1.92
"('Y', 'Mo', 'Tc', 'W', 'Ir')",6.776000000000000,2699.4,11.176000000000000,13.494800000000000,131.7646,113.8,0.131909655984116,4.1404,1.968,2.1946,0.351351,13.380,6.2,-14.56
"('Y', 'Mo', 'Tc', 'W', 'Au')",6.1500000000000000,2430.2,11.514,12.843,132.7146,117.0,0.131909655984116,4.2408,2.036,2.201,0.351351,13.380,6.6,-7.04
"('Y', 'Mo', 'Tc', 'W', 'Al')",6.066,2349.4,11.472,9.523,98.71700000000000,114.6,0.144663289402781,3.7296,1.85,2.004,0.351351,13.380,5.0,-10.24
"('Y', 'Mo', 'Tc', 'W', 'In')",5.8920000000000000,2248.8,12.624000000000000,10.445,116.2846,121.6,0.122829384046302,3.70412,1.884,2.079,0.351351,13.380,5.0,7.52
"('Y', 'Mo', 'Tc', 'W', 'La')",6.282000000000000,2401.4,13.9492,10.213,121.10260000000000,120.2,0.16206413492736,3.69442,1.748,2.285,0.333,13.380,5.0,6.56
"('Y', 'Mo', 'Tc', 'Ir', 'Au')",5.758,2230.2,11.324,13.505600000000000,134.3906,115.4,0.131909655984116,4.4266,2.004,2.1796,0.351351,13.380,7.2,-21.76
"('Y', 'Mo', 'Tc', 'Ir', 'Al')",5.674,2149.4,11.282,10.1856,100.39300000000000,113.0,0.144663289402781,3.9154,1.818,1.9826,0.351351,13.380,5.6,-29.6
"('Y', 'Mo', 'Tc', 'Ir', 'In')",5.5,2048.8,12.434,11.107600000000000,117.96060000000000,120.0,0.122829384046302,3.88992,1.852,2.0576,0.351351,13.380,5.6,-13.44
"('Y', 'Mo', 'Tc', 'Ir', 'La')",5.89,2201.4,13.759200000000000,10.8756,122.77860000000000,118.6,0.16206413492736,3.88022,1.716,2.2636,0.333,13.380,5.6,-21.12
"('Y', 'Mo', 'Tc', 'Au', 'Al')",5.048,1880.2,11.620000000000000,9.533800000000000,101.34300000000000,116.2,0.144663289402781,4.0158,1.886,1.989,0.351351,13.380,6.0,-25.28
"('Y', 'Mo', 'Tc', 'Au', 'In')",4.874,1779.6,12.772,10.4558,118.91060000000000,123.2,0.122829384046302,3.99032,1.92,2.064,0.351351,13.380,6.0,-12.16
"('Y', 'Mo', 'Tc', 'Au', 'La')",5.264000000000000,1932.2,14.0972,10.2238,123.72860000000000,121.8,0.16206413492736,3.98062,1.784,2.27,0.333,13.380,6.0,-22.08
"('Y', 'Mo', 'Tc', 'Al', 'In')",4.79,1698.8,12.73,7.135800000000000,84.913,120.8,0.138196377731368,3.47912,1.734,1.867,0.351351,13.380,4.4,-10.24
"('Y', 'Mo', 'Tc', 'Al', 'La')",5.18,1851.4,14.0552,6.9038000000000000,89.731,119.4,0.177431697798525,3.46942,1.598,2.073,0.333,13.380,4.4,-17.44
"('Y', 'Mo', 'Tc', 'In', 'La')",5.006000000000000,1750.8,15.2072,7.825800000000000,107.2986,126.4,0.142034808623193,3.44394,1.632,2.148,0.333,13.380,4.4,-6.24
"('Y', 'Mo', 'Ru', 'Ta', 'W')",6.986,2845.0,11.55,12.483000000000000,130.1432,114.8,0.131018374524766,3.9319,1.888,2.218,0.351351,13.380,5.6,-5.44
"('Y', 'Mo', 'Ru', 'Ta', 'Ir')",6.594000000000000,2645.0,11.36,13.145600000000000,131.8192,113.2,0.131018374524766,4.1177,1.856,2.1966,0.351351,13.380,6.2,-26.88
"('Y', 'Mo', 'Ru', 'Ta', 'Au')",5.968,2375.8,11.698,12.493800000000000,132.7692,116.4,0.131018374524766,4.2181,1.924,2.203,0.351351,13.380,6.6,-20.64
"('Y', 'Mo', 'Ru', 'Ta', 'Al')",5.884,2295.0,11.656,9.1738,98.77160000000000,114.0,0.14432402401168,3.7069,1.738,2.006,0.351351,13.380,5.0,-19.84
"('Y', 'Mo', 'Ru', 'Ta', 'In')",5.71,2194.4,12.808000000000000,10.0958,116.33920000000000,121.0,0.120594097235678,3.68142,1.772,2.081,0.351351,13.380,5.0,-3.36
"('Y', 'Mo', 'Ru', 'Ta', 'La')",6.1,2347.0,14.133200000000000,9.8638,121.15720000000000,119.6,0.158113883008419,3.67172,1.636,2.287,0.333,13.380,5.0,-0.8
"('Y', 'Mo', 'Ru', 'W', 'Ir')",6.754,2727.0,11.084,13.7148,132.3972,112.4,0.137669529056449,4.198,2.028,2.1856,0.351351,13.380,6.4,-16.16
"('Y', 'Mo', 'Ru', 'W', 'Au')",6.128000000000000,2457.8,11.422,13.063000000000000,133.3472,115.6,0.137669529056449,4.2984,2.096,2.192,0.351351,13.380,6.8,-8.64
"('Y', 'Mo', 'Ru', 'W', 'Al')",6.044,2377.0,11.380000000000000,9.743,99.34960000000000,113.2,0.149587911309291,3.7872,1.91,1.995,0.351351,13.380,5.2,-12.16
"('Y', 'Mo', 'Ru', 'W', 'In')",5.870000000000000,2276.4,12.532,10.665000000000000,116.91720000000000,120.2,0.129957257930785,3.76172,1.944,2.07,0.351351,13.380,5.2,5.6
"('Y', 'Mo', 'Ru', 'W', 'La')",6.26,2429.0,13.8572,10.433,121.73520000000000,118.8,0.1693555463324,3.75202,1.808,2.276,0.333,13.380,5.2,4
"('Y', 'Mo', 'Ru', 'Ir', 'Au')",5.736,2257.8,11.232000000000000,13.7256,135.0232,114.0,0.137669529056449,4.4842,2.064,2.1706,0.351351,13.380,7.4,-22.72
"('Y', 'Mo', 'Ru', 'Ir', 'Al')",5.652,2177.0,11.190000000000000,10.405600000000000,101.02560000000000,111.6,0.149587911309291,3.973,1.878,1.9736,0.351351,13.380,5.8,-30.88
"('Y', 'Mo', 'Ru', 'Ir', 'In')",5.478,2076.4,12.342,11.3276,118.59320000000000,118.6,0.129957257930785,3.94752,1.912,2.0486,0.351351,13.380,5.8,-14.72
"('Y', 'Mo', 'Ru', 'Ir', 'La')",5.868,2229.0,13.6672,11.095600000000000,123.41120000000000,117.2,0.1693555463324,3.93782,1.776,2.2546,0.333,13.380,5.8,-23.04
"('Y', 'Mo', 'Ru', 'Au', 'Al')",5.026,1907.8,11.528,9.753800000000000,101.97560000000000,114.8,0.149587911309291,4.0734,1.946,1.98,0.351351,13.380,6.2,-26.56
"('Y', 'Mo', 'Ru', 'Au', 'In')",4.852000000000000,1807.2,12.68,10.6758,119.54320000000000,121.8,0.129957257930785,4.04792,1.98,2.055,0.351351,13.380,6.2,-13.44
"('Y', 'Mo', 'Ru', 'Au', 'La')",5.242000000000000,1959.8,14.005200000000000,10.4438,124.36120000000000,120.4,0.1693555463324,4.03822,1.844,2.261,0.333,13.380,6.2,-24
"('Y', 'Mo', 'Ru', 'Al', 'In')",4.768,1726.4,12.638,7.3558000000000000,85.54560000000000,119.4,0.144284841243667,3.53672,1.794,1.858,0.351351,13.380,4.6,-11.84
"('Y', 'Mo', 'Ru', 'Al', 'La')",5.1580000000000000,1879.0,13.9632,7.1238,90.36360000000000,118.0,0.184008975569326,3.52702,1.658,2.064,0.333,13.380,4.6,-19.68
"('Y', 'Mo', 'Ru', 'In', 'La')",4.984,1778.4,15.115200000000000,8.0458,107.93120000000000,125.0,0.150698217478194,3.50154,1.692,2.139,0.333,13.380,4.6,-8.48
"('Y', 'Mo', 'Ta', 'W', 'Ir')",7.026000000000000,2865.0,11.62,14.5748,148.3732,115.6,0.124478100610679,4.1447,1.888,2.2226,0.351351,13.380,5.8,-12.64
"('Y', 'Mo', 'Ta', 'W', 'Au')",6.4000000000000000,2595.8,11.958,13.923000000000000,149.32320000000000,118.8,0.124478100610679,4.2451,1.956,2.229,0.351351,13.380,6.2,-4.48
"('Y', 'Mo', 'Ta', 'W', 'Al')",6.316,2515.0,11.916,10.603,115.32560000000000,116.4,0.138748830301843,3.7339,1.77,2.032,0.351351,13.380,4.6,-0.16
"('Y', 'Mo', 'Ta', 'W', 'In')",6.1420000000000000,2414.4,13.068000000000000,11.525,132.89320000000000,123.4,0.112448696301212,3.70842,1.804,2.107,0.351351,13.380,4.6,17.76
"('Y', 'Mo', 'Ta', 'W', 'La')",6.532000000000000,2567.0,14.393200000000000,11.293,137.7112,122.0,0.150099949982542,3.69872,1.668,2.313,0.333,13.380,4.6,25.44
"('Y', 'Mo', 'Ta', 'Ir', 'Au')",6.008,2395.8,11.768000000000000,14.5856,150.9992,117.2,0.124478100610679,4.4309,1.924,2.2076,0.351351,13.380,6.8,-27.2
"('Y', 'Mo', 'Ta', 'Ir', 'Al')",5.924,2315.0,11.726000000000000,11.265600000000000,117.00160000000000,114.8,0.138748830301843,3.9197,1.738,2.0106,0.351351,13.380,5.2,-27.52
"('Y', 'Mo', 'Ta', 'Ir', 'In')",5.75,2214.4,12.878,12.1876,134.5692,121.8,0.112448696301212,3.89422,1.772,2.0856,0.351351,13.380,5.2,-11.2
"('Y', 'Mo', 'Ta', 'Ir', 'La')",6.14,2367.0,14.203200000000000,11.9556,139.38720000000000,120.4,0.150099949982542,3.88452,1.636,2.2916,0.333,13.380,5.2,-10.24
"('Y', 'Mo', 'Ta', 'Au', 'Al')",5.298,2045.8,12.064,10.613800000000000,117.95160000000000,118.0,0.138748830301843,4.0201,1.806,2.017,0.351351,13.380,5.6,-22.56
"('Y', 'Mo', 'Ta', 'Au', 'In')",5.124,1945.2,13.216,11.5358,135.5192,125.0,0.112448696301212,3.99462,1.84,2.092,0.351351,13.380,5.6,-9.28
"('Y', 'Mo', 'Ta', 'Au', 'La')",5.514000000000000,2097.8,14.5412,11.303800000000000,140.3372,123.6,0.150099949982542,3.98492,1.704,2.298,0.333,13.380,5.6,-10.56
"('Y', 'Mo', 'Ta', 'Al', 'In')",5.04,1864.4,13.174000000000000,8.2158,101.5216,122.6,0.129774291008381,3.48342,1.654,1.895,0.351351,13.380,4.0,0.16
"('Y', 'Mo', 'Ta', 'Al', 'La')",5.43,2017.0,14.499200000000000,7.9838,106.33960000000000,121.2,0.166874203288322,3.47372,1.518,2.101,0.333,13.380,4.0,1.6
"('Y', 'Mo', 'Ta', 'In', 'La')",5.256000000000000,1916.4,15.6512,8.9058,123.90720000000000,128.2,0.127128345232745,3.44824,1.552,2.176,0.333,13.380,4.0,12.96
"('Y', 'Mo', 'W', 'Ir', 'Au')",6.168000000000000,2477.8,11.492,15.1548,151.5772,116.4,0.131909655984116,4.5112,2.096,2.1966,0.351351,13.380,7.0,-14.08
"('Y', 'Mo', 'W', 'Ir', 'Al')",6.084000000000000,2397.0,11.45,11.834800000000000,117.5796,114.0,0.144663289402781,4,1.91,1.9996,0.351351,13.380,5.4,-18.72
"('Y', 'Mo', 'W', 'Ir', 'In')",5.910000000000000,2296.4,12.602,12.756800000000000,135.14720000000000,121.0,0.122829384046302,3.97452,1.944,2.0746,0.351351,13.380,5.4,-1.12
"('Y', 'Mo', 'W', 'Ir', 'La')",6.300000000000000,2449.0,13.9272,12.5248,139.9652,119.6,0.16206413492736,3.96482,1.808,2.2806,0.333,13.380,5.4,-4.32
"('Y', 'Mo', 'W', 'Au', 'Al')",5.458,2127.8,11.788,11.183000000000000,118.5296,117.2,0.144663289402781,4.1004,1.978,2.006,0.351351,13.380,5.8,-12.48
"('Y', 'Mo', 'W', 'Au', 'In')",5.284000000000000,2027.2,12.940000000000000,12.105,136.09720000000000,124.2,0.122829384046302,4.07492,2.012,2.081,0.351351,13.380,5.8,2.08
"('Y', 'Mo', 'W', 'Au', 'La')",5.674,2179.8,14.265200000000000,11.873000000000000,140.9152,122.8,0.16206413492736,4.06522,1.876,2.287,0.333,13.380,5.8,-3.36
"('Y', 'Mo', 'W', 'Al', 'In')",5.200000000000000,1946.4,12.898,8.785,102.0996,121.8,0.138196377731368,3.56372,1.826,1.884,0.351351,13.380,4.2,7.2
"('Y', 'Mo', 'W', 'Al', 'La')",5.590000000000000,2099.0,14.2232,8.553,106.9176,120.4,0.177431697798525,3.55402,1.69,2.09,0.333,13.380,4.2,4.48
"('Y', 'Mo', 'W', 'In', 'La')",5.416,1998.4,15.375200000000000,9.475,124.4852,127.4,0.142034808623193,3.52854,1.724,2.165,0.333,13.380,4.2,17.12
"('Y', 'Mo', 'Ir', 'Au', 'Al')",5.066000000000000,1927.8,11.598,11.845600000000000,120.2056,115.6,0.144663289402781,4.2862,1.946,1.9846,0.351351,13.380,6.4,-32.48
"('Y', 'Mo', 'Ir', 'Au', 'In')",4.892,1827.2,12.75,12.767600000000000,137.7732,122.6,0.122829384046302,4.26072,1.98,2.0596,0.351351,13.380,6.4,-19.52
"('Y', 'Mo', 'Ir', 'Au', 'La')",5.282,1979.8,14.0752,12.5356,142.59120000000000,121.2,0.16206413492736,4.25102,1.844,2.2656,0.333,13.380,6.4,-31.68
"('Y', 'Mo', 'Ir', 'Al', 'In')",4.808000000000000,1746.4,12.708,9.447600000000000,103.77560000000000,120.2,0.138196377731368,3.74952,1.794,1.8626,0.351351,13.380,4.8,-19.04
"('Y', 'Mo', 'Ir', 'Al', 'La')",5.198,1899.0,14.033200000000000,9.2156,108.5936,118.8,0.177431697798525,3.73982,1.658,2.0686,0.333,13.380,4.8,-28.48
"('Y', 'Mo', 'Ir', 'In', 'La')",5.024,1798.4,15.1852,10.1376,126.16120000000000,125.8,0.142034808623193,3.71434,1.692,2.1436,0.333,13.380,4.8,-17.44
"('Y', 'Mo', 'Au', 'Al', 'In')",4.182,1477.2,13.046000000000000,8.795800000000000,104.72560000000000,123.4,0.138196377731368,3.84992,1.862,1.869,0.351351,13.380,5.2,-19.04
"('Y', 'Mo', 'Au', 'Al', 'La')",4.572,1629.8,14.371200000000000,8.5638,109.5436,122.0,0.177431697798525,3.84022,1.726,2.075,0.333,13.380,5.2,-30.72
"('Y', 'Mo', 'Au', 'In', 'La')",4.398000000000000,1529.2,15.5232,9.485800000000000,127.11120000000000,129.0,0.142034808623193,3.81474,1.76,2.15,0.333,13.380,5.2,-22.72
"('Y', 'Mo', 'Al', 'In', 'La')",4.314,1448.4,15.481200000000000,6.1658,93.11360000000000,126.6,0.16005091585994,3.30354,1.574,1.953,0.333,13.380,3.6,-9.76
"('Y', 'Tc', 'Ru', 'Ta', 'W')",6.992,2756.0,11.4,12.643,130.5346,114.2,0.137669529056449,3.9312,1.836,2.204,0.351351,13.380,5.8,-17.6
"('Y', 'Tc', 'Ru', 'Ta', 'Ir')",6.6,2556.0,11.210000000000000,13.305600000000000,132.2106,112.6,0.137669529056449,4.117,1.804,2.1826,0.351351,13.380,6.4,-34.88
"('Y', 'Tc', 'Ru', 'Ta', 'Au')",5.974,2286.8,11.548,12.6538,133.1606,115.8,0.137669529056449,4.2174,1.872,2.189,0.351351,13.380,6.8,-29.92
"('Y', 'Tc', 'Ru', 'Ta', 'Al')",5.890000000000000,2206.0,11.506,9.3338,99.16300000000000,113.4,0.149587911309291,3.7062,1.686,1.992,0.351351,13.380,5.2,-33.28
"('Y', 'Tc', 'Ru', 'Ta', 'In')",5.716,2105.4,12.658,10.2558,116.73060000000000,120.4,0.129957257930785,3.68072,1.72,2.067,0.351351,13.380,5.2,-17.92
"('Y', 'Tc', 'Ru', 'Ta', 'La')",6.106,2258.0,13.9832,10.0238,121.5486,119.0,0.1693555463324,3.67102,1.584,2.273,0.333,13.380,5.2,-20.48
"('Y', 'Tc', 'Ru', 'W', 'Ir')",6.76,2638.0,10.934000000000000,13.874800000000000,132.7886,111.8,0.142994863069263,4.1973,1.976,2.1716,0.351351,13.380,6.6,-20.48
"('Y', 'Tc', 'Ru', 'W', 'Au')",6.1340000000000000,2368.8,11.272,13.223000000000000,133.7386,115.0,0.142994863069263,4.2977,2.044,2.178,0.351351,13.380,7.0,-14.24
"('Y', 'Tc', 'Ru', 'W', 'Al')",6.05,2288.0,11.23,9.903,99.74100000000000,112.6,0.153643832600503,3.7865,1.858,1.981,0.351351,13.380,5.4,-21.92
"('Y', 'Tc', 'Ru', 'W', 'In')",5.8760000000000000,2187.4,12.382,10.825,117.30860000000000,119.6,0.137811338205211,3.76102,1.892,2.056,0.351351,13.380,5.4,-5.28
"('Y', 'Tc', 'Ru', 'W', 'La')",6.266,2340.0,13.7072,10.593,122.12660000000000,118.2,0.179487179487181,3.75132,1.756,2.262,0.333,13.380,5.4,-12
"('Y', 'Tc', 'Ru', 'Ir', 'Au')",5.742,2168.8,11.082,13.8856,135.4146,113.4,0.142994863069263,4.4835,2.012,2.1566,0.351351,13.380,7.6,-24.16
"('Y', 'Tc', 'Ru', 'Ir', 'Al')",5.658,2088.0,11.040000000000000,10.5656,101.41700000000000,111.0,0.153643832600503,3.9723,1.826,1.9596,0.351351,13.380,6.0,-36.48
"('Y', 'Tc', 'Ru', 'Ir', 'In')",5.484,1987.4,12.192,11.4876,118.9846,118.0,0.137811338205211,3.94682,1.86,2.0346,0.351351,13.380,6.0,-21.44
"('Y', 'Tc', 'Ru', 'Ir', 'La')",5.8740000000000000,2140.0,13.517200000000000,11.2556,123.80260000000000,116.6,0.179487179487181,3.93712,1.724,2.2406,0.333,13.380,6.0,-34.88
"('Y', 'Tc', 'Ru', 'Au', 'Al')",5.032,1818.8,11.378,9.9138,102.36700000000000,114.2,0.153643832600503,4.0727,1.894,1.966,0.351351,13.380,6.4,-33.44
"('Y', 'Tc', 'Ru', 'Au', 'In')",4.858,1718.2,12.53,10.8358,119.9346,121.2,0.137811338205211,4.04722,1.928,2.041,0.351351,13.380,6.4,-21.44
"('Y', 'Tc', 'Ru', 'Au', 'La')",5.248000000000000,1870.8,13.8552,10.6038,124.75260000000000,119.8,0.179487179487181,4.03752,1.792,2.247,0.333,13.380,6.4,-37.12
"('Y', 'Tc', 'Ru', 'Al', 'In')",4.774,1637.4,12.488,7.5158000000000000,85.937,118.8,0.150684931506848,3.53602,1.742,1.844,0.351351,13.380,4.8,-24
"('Y', 'Tc', 'Ru', 'Al', 'La')",5.164,1790.0,13.8132,7.283800000000000,90.755,117.4,0.193065827887254,3.52632,1.606,2.05,0.333,13.380,4.8,-36.96
"('Y', 'Tc', 'Ru', 'In', 'La')",4.99,1689.4,14.9652,8.2058,108.3226,124.4,0.162980060130066,3.50084,1.64,2.125,0.333,13.380,4.8,-26.88
"('Y', 'Tc', 'Ta', 'W', 'Ir')",7.032000000000000,2776.0,11.470000000000000,14.734800000000000,148.7646,115.0,0.131909655984116,4.144,1.836,2.2086,0.351351,13.380,6.0,-24
"('Y', 'Tc', 'Ta', 'W', 'Au')",6.406000000000000,2506.8,11.808,14.083000000000000,149.7146,118.2,0.131909655984116,4.2444,1.904,2.215,0.351351,13.380,6.4,-17.12
"('Y', 'Tc', 'Ta', 'W', 'Al')",6.322,2426.0,11.766,10.763,115.71700000000000,115.8,0.144663289402781,3.7332,1.718,2.018,0.351351,13.380,4.8,-16.96
"('Y', 'Tc', 'Ta', 'W', 'In')",6.148,2325.4,12.918000000000000,11.685000000000000,133.2846,122.8,0.122829384046302,3.70772,1.752,2.093,0.351351,13.380,4.8,-0.16
"('Y', 'Tc', 'Ta', 'W', 'La')",6.538000000000000,2478.0,14.243200000000000,11.453,138.1026,121.4,0.16206413492736,3.69802,1.616,2.299,0.333,13.380,4.8,2.4
"('Y', 'Tc', 'Ta', 'Ir', 'Au')",6.014,2306.8,11.618000000000000,14.7456,151.3906,116.6,0.131909655984116,4.4302,1.872,2.1936,0.351351,13.380,7.0,-35.68
"('Y', 'Tc', 'Ta', 'Ir', 'Al')",5.930000000000000,2226.0,11.576000000000000,11.4256,117.39300000000000,114.2,0.144663289402781,3.919,1.686,1.9966,0.351351,13.380,5.4,-40.16
"('Y', 'Tc', 'Ta', 'Ir', 'In')",5.756,2125.4,12.728000000000000,12.3476,134.96060000000000,121.2,0.122829384046302,3.89352,1.72,2.0716,0.351351,13.380,5.4,-24.96
"('Y', 'Tc', 'Ta', 'Ir', 'La')",6.146,2278.0,14.053200000000000,12.115600000000000,139.77860000000000,119.8,0.16206413492736,3.88382,1.584,2.2776,0.333,13.380,5.4,-29.12
"('Y', 'Tc', 'Ta', 'Au', 'Al')",5.304,1956.8,11.914,10.7738,118.34300000000000,117.4,0.144663289402781,4.0194,1.754,2.003,0.351351,13.380,5.8,-36.48
"('Y', 'Tc', 'Ta', 'Au', 'In')",5.13,1856.2,13.066000000000000,11.6958,135.9106,124.4,0.122829384046302,3.99392,1.788,2.078,0.351351,13.380,5.8,-24.32
"('Y', 'Tc', 'Ta', 'Au', 'La')",5.52,2008.8,14.391200000000000,11.463800000000000,140.72860000000000,123.0,0.16206413492736,3.98422,1.652,2.284,0.333,13.380,5.8,-30.72
"('Y', 'Tc', 'Ta', 'Al', 'In')",5.046,1775.4,13.024000000000000,8.375800000000000,101.913,122.0,0.138196377731368,3.48272,1.602,1.881,0.351351,13.380,4.2,-19.04
"('Y', 'Tc', 'Ta', 'Al', 'La')",5.436,1928.0,14.3492,8.1438,106.731,120.6,0.177431697798525,3.47302,1.466,2.087,0.333,13.380,4.2,-22.72
"('Y', 'Tc', 'Ta', 'In', 'La')",5.262,1827.4,15.5012,9.0658,124.2986,127.6,0.142034808623193,3.44754,1.5,2.162,0.333,13.380,4.2,-12.48
"('Y', 'Tc', 'W', 'Ir', 'Au')",6.1740000000000000,2388.8,11.342,15.3148,151.9686,115.8,0.13793103448276,4.5105,2.044,2.1826,0.351351,13.380,7.2,-18.88
